idMN,nX,nY,nZ,idSegment,idMuscle,
     2,245.291,37.9556,1428.84,     8,     1,
     4,241.208,31.9508,1428.84,     8,     1,
     6,232.285,31.9508,1428.84,     8,     1,
     8,233.113,28.0768,1786.05,     7,     1,
    10,228.988,23.3311,1428.84,     8,     1,
    12,224.175,20.135,1428.84,     8,     1,
    14,225.943,16.5515,1428.84,     8,     1,
    15,228.988,16.1641,1428.84,     8,     1,
    16,232.285,16.8421,1786.05,     7,     1,
    18,237.925,13.0649,1428.84,     8,     1,
    20,243.271,15.3893,1428.84,     8,     1,
    22,248.869,18.876,1428.84,     8,     1,
    24,252.068,23.6216,1428.84,     8,     1,
    26,249.767,29.0453,1428.84,     8,     1,
    27,250.104,31.9508,1428.84,     8,     1,
    28,249.711,34.8563,1786.05,     7,     1,
    30,246.512,30.1106,1428.84,     8,     1,
    32,236.059,29.0453,1786.05,     7,     1,
    33,240.282,29.0453,1428.84,     8,     1,
    35,248.237,22.4594,1428.84,     8,     1,
    36,245.684,22.5148,1428.84,     8,     1,
    38,242.05,24.8807,1428.84,     8,     1,
    39,239.054,25.7524,1428.84,     8,     1,
    41, 228.3,19.6508,1428.84,     8,     1,
    42,231.492,20.135,1428.84,     8,     1,
    44,234.979,21.2004,1428.84,     8,     1,
    46,239.054,21.5878,1428.84,     8,     1,
    47,240.528,18.198,1428.84,     8,     1,
    49,245.391,22.0288,1071.63,     9,     1,
    51,240.535,17.4721,1071.63,     9,     1,
    54,233.718,22.2867,1071.63,     9,     1,
    55,230.836,23.2325,1071.63,     9,     1,
    56,228.109,22.0288,1071.63,     9,     1,
    57,228.109,19.0197,1071.63,     9,     1,
    61,221.251,14.8069,1071.63,     9,     1,
    65,216.124,22.2867,1071.63,     9,     1,
    66,215.23,24.4361,1071.63,     9,     1,
    68,217.275,31.2282,1071.63,     9,     1,
    70,218.865,36.3867,1071.63,     9,     1,
    74,232.526,42.2331,1071.63,     9,     1,
    76,235.366,36.3867,1071.63,     9,     1,
    78,243.602,34.6672,1071.63,     9,     1,
    82,242.565,24.4361,1071.63,     9,     1,
    83,240.535,21.0831,1071.63,     9,     1,
    85,239.285,24.6941,1071.63,     9,     1,
    87,224.772,17.4721,1071.63,     9,     1,
    89,221.592,20.2233,1071.63,     9,     1,
    91,218.865,26.2416,1071.63,     9,     1,
    92,223.033,23.7483,1071.63,     9,     1,
    94,223.58,26.7575,1071.63,     9,     1,
    96,221.592,32.5178,1071.63,     9,     1,
    98,224.772,30.4544,1071.63,     9,     1,
    99,227.996,29.1648,1071.63,     9,     1,
   100,230.381,29.1648,1071.63,     9,     1,
   102,228.109,26.2416,1071.63,     9,     1,
   103,237.645,27.7892,1071.63,     9,     1,
   105,224.929,34.3233,1071.63,     9,     1,
   106,228.848,35.441,1071.63,     9,     1,
   107,232.185,34.9252,1071.63,     9,     1,
   108,236.346,33.3776,1071.63,     9,     1,
   109,235.749,25.6398,1071.63,     9,     1,
   111,240.279,29.1648,1071.63,     9,     1,
   113,227.655,37.0745,1071.63,     9,     1,
   114,231.333,38.0203,1071.63,     9,     1,
   116,217.478,-12.7533,714.42,    10,     1,
   117,214.503,-14.7425,714.42,    10,     1,
   118,212.055,-13.9965,714.42,    10,     1,
   119,209.267,-11.7587,714.42,    10,     1,
   121,214.503,-4.79641,714.42,    10,     1,
   122,215.931,1.17123,714.42,    10,     1,
   123,213.483,3.03612,714.42,    10,     1,
   124,212.055,7.38752,714.42,    10,     1,
   125,208.383,12.3606,714.42,    10,     1,
   127,201.413,10.3713,714.42,    10,     1,
   129,205.221,3.03612,714.42,    10,     1,
   131,202.96,-3.67748,714.42,    10,     1,
   133,195.582,-1.81259,714.42,    10,     1,
   135,198.557,5.39831,714.42,    10,     1,
   136,199.577,0.0522987,714.42,    10,     1,
   137,202.773,2.41449,714.42,    10,     1,
   138,198.557,10.3713,714.42,    10,     1,
   139,192.726,-1.81259,714.42,    10,     1,
   140,194.63,5.39831,714.42,    10,     1,
   141,198.013,15.3444,714.42,    10,     1,
   142,195.99,18.3282,714.42,    10,     1,
   143,198.965,21.312,714.42,    10,     1,
   144,201.821,22.3066,714.42,    10,     1,
   145,205.221,20.4417,714.42,    10,     1,
   146,209.267,18.3282,714.42,    10,     1,
   147,213.908,16.339,714.42,    10,     1,
   148,201.821,15.3444,714.42,    10,     1,
   149,201.821,18.3282,714.42,    10,     1,
   150,206.411,16.339,714.42,    10,     1,
   151,218.281,18.1883,714.42,    10,     1,
   152,211.715,13.3552,714.42,    10,     1,
   153,218.966,13.3552,714.42,    10,     1,
   154,221.138,11.3504,714.42,    10,     1,
   155,221.822,6.14426,714.42,    10,     1,
   156,222.476,1.17123,714.42,    10,     1,
   157,221.048,-1.81259,714.42,    10,     1,
   158, 218.6,-4.90297,714.42,    10,     1,
   159,218.481,-9.64511,714.42,    10,     1,
   160,213.908,-9.64511,714.42,    10,     1,
   161,216.458,-1.91915,714.42,    10,     1,
   162,218.966,3.03612,714.42,    10,     1,
   163,215.931,7.38752,714.42,    10,     1,
   164,218.481,9.25241,714.42,    10,     1,
   165,215.506,11.4903,714.42,    10,     1,
   166,267.088,32.2566,1786.05,     7,     2,
   168,263.422,35.5064,1786.05,     7,     2,
   169,260.397,35.7772,1786.05,     7,     2,
   171,259.664,29.9998,1786.05,     7,     2,
   172,260.397,27.1112,1786.05,     7,     2,
   173,263.422,33.3399,1786.05,     7,     2,
   175,264.888,29.9998,1786.05,     7,     2,
   177,248.208,30.4512,1786.05,     7,     2,
   179,249.674,28.2847,1786.05,     7,     2,
   180,250.499,25.4863,1786.05,     7,     2,
   182,245.275,29.3679,1786.05,     7,     2,
   184,247.475,26.1182,1786.05,     7,     2,
   185,246.833,23.2295,1786.05,     7,     2,
   187,227.404,33.3399,1786.05,     7,     2,
   188,230.337,33.6107,1786.05,     7,     2,
   189,225.113,31.0831,1786.05,     7,     2,
   190,222.455,28.2847,1786.05,     7,     2,
   191,218.789,28.9166,1786.05,     7,     2,
   192,216.589,27.6528,1786.05,     7,     2,
   193,213.656,25.4863,1786.05,     7,     2,
   195,217.964,21.6949,1786.05,     7,     2,
   196,221.905,21.063,1786.05,     7,     2,
   197,222.913,17.2716,1786.05,     7,     2,
   199,226.304,12.8484,1786.05,     7,     2,
   201,232.628,17.2716,1786.05,     7,     2,
   203,238.585,19.4381,1786.05,     7,     2,
   205,237.027,26.1182,1786.05,     7,     2,
   206,234.094,27.6528,1786.05,     7,     2,
   208,217.322,24.7641,1786.05,     7,     2,
   210,220.164,26.1182,1786.05,     7,     2,
   211,222.455,24.9447,1786.05,     7,     2,
   212,223.28,21.6949,1786.05,     7,     2,
   213,226.304,16.3689,1786.05,     7,     2,
   215,229.603,17.9938,1786.05,     7,     2,
   216,228.137,20.2506,1786.05,     7,     2,
   217,230.337,22.4171,1786.05,     7,     2,
   218,225.113,26.9306,1786.05,     7,     2,
   219,229.053,26.1182,1786.05,     7,     2,
   220,228.137,29.3679,1786.05,     7,     2,
   221,230.337,29.9998,1786.05,     7,     2,
   222,231.803,26.1182,1786.05,     7,     2,
   224,232.628,20.5214,1786.05,     7,     2,
   225,235.835,21.6949,1786.05,     7,     2,
   226,286.969,25.8109,1428.84,     8,     2,
   227,279.696,28.1362,1428.84,     8,     2,
   228,276.433,29.1051,1428.84,     8,     2,
   231,276.433,25.3265,1428.84,     8,     2,
   235,267.389,16.3158,1428.84,     8,     2,
   236,263.939,15.1531,1428.84,     8,     2,
   237,260.396,15.1531,1428.84,     8,     2,
   239,277.459,17.4784,1428.84,     8,     2,
   243,266.736,12.2464,1428.84,     8,     2,
   245,262.634,6.33622,1428.84,     8,     2,
   246,258.065,12.7309,1428.84,     8,     2,
   248,262.634,-0.736679,1428.84,     8,     2,
   249,254.429,9.24288,1428.84,     8,     2,
   251,273.449,17.9629,1428.84,     8,     2,
   252,275.687,21.0633,1428.84,     8,     2,
   254,259.93,-2.19001,1428.84,     8,     2,
   256,254.988,1.68554,1428.84,     8,     2,
   258,259.557,7.49888,1428.84,     8,     2,
   260,262.634,12.7309,1428.84,     8,     2,
   261,258.997,1.00732,1428.84,     8,     2,
   263,247.342,12.7309,1428.84,     8,     2,
   264,238.112,9.82422,1428.84,     8,     2,
   266,243.24,5.5611,1428.84,     8,     2,
   268,239.603,0.135321,1428.84,     8,     2,
   269,236.713,1.00732,1428.84,     8,     2,
   270,234.475,3.42955,1428.84,     8,     2,
   272,235.035,8.08022,1428.84,     8,     2,
   273,236.713,5.5611,1428.84,     8,     2,
   275,239.603,3.13888,1428.84,     8,     2,
   277,221.049,-3.74024,1428.84,     8,     2,
   278,218.065,-2.19001,1428.84,     8,     2,
   279,217.039,0.135321,1428.84,     8,     2,
   280,218.065,3.42955,1428.84,     8,     2,
   281,221.608,4.49533,1428.84,     8,     2,
   282,223.846,3.13888,1428.84,     8,     2,
   283,226.084,0.135321,1428.84,     8,     2,
   284,222.447,-0.736679,1428.84,     8,     2,
   285,220.303,1.00732,1428.84,     8,     2,
   287,207.342,11.0838,1428.84,     8,     2,
   289,203.706,6.82066,1428.84,     8,     2,
   290,211.911,6.82066,1428.84,     8,     2,
   291,210.699,4.01088,1428.84,     8,     2,
   293,205.011,3.13888,1428.84,     8,     2,
   294,207.342,6.33622,1428.84,     8,     2,
   295,208.275,8.08022,1428.84,     8,     2,
   297,270.643,4.93275,1071.63,     9,     2,
   298,267.208,4.93275,1071.63,     9,     2,
   299,264.683,2.78509,1071.63,     9,     2,
   301,267.713,-1.42432,1071.63,     9,     2,
   302,270.138,1.84012,1071.63,     9,     2,
   303,271.653,0.72334,1071.63,     9,     2,
   304,269.632,-1.42432,1071.63,     9,     2,
   307,240.439,11.8052,1071.63,     9,     2,
   309,237.914,8.19718,1071.63,     9,     2,
   310,240.439,6.04953,1071.63,     9,     2,
   311,242.864,  5.62,1071.63,     9,     2,
   312, 246.5,  5.62,1071.63,     9,     2,
   314,243.975,8.19718,1071.63,     9,     2,
   316,211.853,9.74349,1071.63,     9,     2,
   317,208.317,8.97034,1071.63,     9,     2,
   319,214.378,8.19718,1071.63,     9,     2,
   320,215.085,  5.62,1071.63,     9,     2,
   321,215.085,2.78509,1071.63,     9,     2,
   322,207.812,2.78509,1071.63,     9,     2,
   323,211.55,2.78509,1071.63,     9,     2,
   324,210.842,6.04953,1071.63,     9,     2,
   325,205.489,0.207903,1071.63,     9,     2,
   326,201.044,-0.737066,1071.63,     9,     2,
   327,197.509,-2.36928,1071.63,     9,     2,
   328,193.67,-1.85385,1071.63,     9,     2,
   329,190.135,-1.85385,1071.63,     9,     2,
   330,188.721,-4.43103,1071.63,     9,     2,
   331,187.71,-7.35185,1071.63,     9,     2,
   332,190.135,-10.5304,1071.63,     9,     2,
   333,188.721,-13.7089,1071.63,     9,     2,
   334,186.296,-15.8566,1071.63,     9,     2,
   335,187.71,-18.5197,1071.63,     9,     2,
   337,194.983,-17.9183,1071.63,     9,     2,
   338,198.519,-15.8566,1071.63,     9,     2,
   339,202.458,-16.4579,1071.63,     9,     2,
   340,204.479,-18.5197,1071.63,     9,     2,
   341,206.903,-17.2311,1071.63,     9,     2,
   342,209.428,-15.1693,1071.63,     9,     2,
   343,209.428,-12.5062,1071.63,     9,     2,
   344,205.388,-11.6472,1071.63,     9,     2,
   345,202.862,-8.38272,1071.63,     9,     2,
   346,205.893,-6.57869,1071.63,     9,     2,
   347,208.317,-4.0015,1071.63,     9,     2,
   348,208.317,-1.42432,1071.63,     9,     2,
   349,204.479,-2.79882,1071.63,     9,     2,
   350,200.438,-4.0015,1071.63,     9,     2,
   351,202.054,-5.2901,1071.63,     9,     2,
   352,191.246,-7.00822,1071.63,     9,     2,
   353,193.165,-4.43103,1071.63,     9,     2,
   354,197.105,-5.54781,1071.63,     9,     2,
   355,194.983,-7.69547,1071.63,     9,     2,
   356,192.559,-9.75722,1071.63,     9,     2,
   357,200.438,-6.32097,1071.63,     9,     2,
   358,192.559,-13.1076,1071.63,     9,     2,
   359,190.741,-15.8566,1071.63,     9,     2,
   360,195.69,-15.1693,1071.63,     9,     2,
   361,201.044,-13.1076,1071.63,     9,     2,
   362,202.054,-10.5304,1071.63,     9,     2,
   363,205.388,-14.3962,1071.63,     9,     2,
   364,216.802,-9.4995,1071.63,     9,     2,
   365,220.035,-12.2485,1071.63,     9,     2,
   366,216.802,-13.7089,1071.63,     9,     2,
   367,215.691,-17.2311,1071.63,     9,     2,
   368,219.227,-18.5197,1071.63,     9,     2,
   369,223.368,-14.568,1071.63,     9,     2,
   370,226.702,-16.7156,1071.63,     9,     2,
   372,224.176,-23.4163,1071.63,     9,     2,
   373,225.793,-25.4781,1071.63,     9,     2,
   374,229.833,-18.5197,1071.63,     9,     2,
   375,233.065,-16.4579,1071.63,     9,     2,
   376,233.065,-13.1076,1071.63,     9,     2,
   377,233.065,-9.15588,1071.63,     9,     2,
   378,237.106,-9.4995,1071.63,     9,     2,
   379,240.439,-10.9599,1071.63,     9,     2,
   380,243.975,-13.1076,1071.63,     9,     2,
   381,247.813,-14.568,1071.63,     9,     2,
   382,250.238,-15.1693,1071.63,     9,     2,
   383,252.056,-17.9183,1071.63,     9,     2,
   384,229.126,-24.8767,1071.63,     9,     2,
   385,233.065,-24.2754,1071.63,     9,     2,
   386,237.106,-23.4163,1071.63,     9,     2,
   387,248.42,-19.3787,1071.63,     9,     2,
   388,245.389,-20.6673,1071.63,     9,     2,
   389,235.49,-19.9801,1071.63,     9,     2,
   390,233.065,-21.4405,1071.63,     9,     2,
   392,229.126,-22.1277,1071.63,     9,     2,
   393,225.793,-19.9801,1071.63,     9,     2,
   394,223.368,-17.2311,1071.63,     9,     2,
   395,219.227,-15.8566,1071.63,     9,     2,
   397,235.49,-12.2485,1071.63,     9,     2,
   398,236.601,-15.8566,1071.63,     9,     2,
   399,237.914,-18.5197,1071.63,     9,     2,
   400,239.631,-13.7089,1071.63,     9,     2,
   401,241.551,-16.7156,1071.63,     9,     2,
   402,244.48,-16.7156,1071.63,     9,     2,
   403,247.005,-17.2311,1071.63,     9,     2,
   404,243.975,-18.5197,1071.63,     9,     2,
   406,211.227,-11.0328,714.42,    10,     2,
   408,210.181,-13.8219,714.42,    10,     2,
   410,215.875,-15.4489,714.42,    10,     2,
   411,219.709,-15.4489,714.42,    10,     2,
   413,224.008,-9.75449,714.42,    10,     2,
   415,216.921,-5.33842,714.42,    10,     2,
   416,216.921,-11.0328,714.42,    10,     2,
   417,214.132,-8.70858,714.42,    10,     2,
   419,235.395,6.63147,714.42,    10,     2,
   421,231.677,0.93706,714.42,    10,     2,
   423,239.113,-1.96825,714.42,    10,     2,
   425,236.325,2.2154,714.42,    10,     2,
   427,266.186,-18.238,714.42,    10,     2,
   429,258.866,-19.5163,714.42,    10,     2,
   430,258.866,-22.3054,714.42,    10,     2,
   432,265.256,-23.0027,714.42,    10,     2,
   434,262.468,-21.1433,714.42,    10,     2,
   436,231.677,-18.238,714.42,    10,     2,
   438,247.711,-2.4331,714.42,    10,     2,
   440,260.302,27.0617,1786.05,     7,     3,
   442,263.039,22.6384,1786.05,     7,     3,
   443,261.488,20.3817,1786.05,     7,     3,
   445,255.832,20.3817,1786.05,     7,     3,
   447,254.738,25.7076,1786.05,     7,     3,
   449,260.849,23.4509,1786.05,     7,     3,
   451,241.511,27.0617,1786.05,     7,     3,
   452, 243.7,25.7076,1786.05,     7,     3,
   454,236.494,23.9022,1786.05,     7,     3,
   456,239.869,18.2152,1786.05,     7,     3,
   457,238.227,16.0487,1786.05,     7,     3,
   459,234.578,21.6455,1786.05,     7,     3,
   461,240.416,23.9022,1786.05,     7,     3,
   463,230.109,16.0487,1786.05,     7,     3,
   464,227.372,18.2152,1786.05,     7,     3,
   465,224.088,18.2152,1786.05,     7,     3,
   466,220.987,16.7708,1786.05,     7,     3,
   467,220.987,13.7919,1786.05,     7,     3,
   468,223.632,11.6254,1786.05,     7,     3,
   469,226.916,10.0005,1786.05,     7,     3,
   470,224.635,6.47994,1786.05,     7,     3,
   471,225.821,2.68856,1786.05,     7,     3,
   472,229.105,1.15395,1786.05,     7,     3,
   473,232.389,2.05666,1786.05,     7,     3,
   474,234.578,4.31343,1786.05,     7,     3,
   475,234.578,7.02156,1786.05,     7,     3,
   476,234.578,11.6254,1786.05,     7,     3,
   477,240.416,10.4519,1786.05,     7,     3,
   478,230.747,11.6254,1786.05,     7,     3,
   479,232.389,9.27834,1786.05,     7,     3,
   480,229.561,7.74373,1786.05,     7,     3,
   481,231.386,5.57723,1786.05,     7,     3,
   482,229.105,4.31343,1786.05,     7,     3,
   483,227.372,6.47994,1786.05,     7,     3,
   484,224.635,14.5141,1786.05,     7,     3,
   485,227.919,14.5141,1786.05,     7,     3,
   486,226.916,12.167,1786.05,     7,     3,
   487,219.423,23.6048,1428.84,     8,     3,
   488,222.414,25.4457,1428.84,     8,     3,
   489,224.003,27.2865,1428.84,     8,     3,
   490,226.341,24.0892,1428.84,     8,     3,
   491,221.76,17.5008,1428.84,     8,     3,
   492,221.76,20.6981,1428.84,     8,     3,
   493,228.584,20.6981,1428.84,     8,     3,
   494,231.856,18.9541,1428.84,     8,     3,
   495,234.754,16.5319,1428.84,     8,     3,
   496,237.652,14.2065,1428.84,     8,     3,
   497,240.924,13.2376,1428.84,     8,     3,
   498,244.477,12.7532,1428.84,     8,     3,
   499,247.936,11.7843,1428.84,     8,     3,
   500,249.057,9.45897,1428.84,     8,     3,
   501,246.72,8.00564,1428.84,     8,     3,
   502,244.477,5.6803,1428.84,     8,     3,
   503,241.766,5.6803,1428.84,     8,     3,
   504,238.681,7.13364,1428.84,     8,     3,
   505,235.409,5.6803,1428.84,     8,     3,
   506,233.071,8.00564,1428.84,     8,     3,
   507,230.173,10.8154,1428.84,     8,     3,
   508,227.93,13.2376,1428.84,     8,     3,
   509,225.593,15.9505,1428.84,     8,     3,
   510,224.003,22.1514,1428.84,     8,     3,
   511,225.593,18.9541,1428.84,     8,     3,
   512,229.519,16.5319,1428.84,     8,     3,
   513,231.856,14.2065,1428.84,     8,     3,
   514, 234.1,10.8154,1428.84,     8,     3,
   515,236.343,9.45897,1428.84,     8,     3,
   516,235.409,12.7532,1428.84,     8,     3,
   517,239.522,10.331,1428.84,     8,     3,
   518,242.233,9.45897,1428.84,     8,     3,
   519,245.505,9.45897,1428.84,     8,     3,
   520,244.477,20.6981,1428.84,     8,     3,
   521,242.233,23.1203,1428.84,     8,     3,
   522,242.233,26.5114,1428.84,     8,     3,
   523,245.505,27.2865,1428.84,     8,     3,
   524,249.057,27.8679,1428.84,     8,     3,
   525,251.301,31.259,1428.84,     8,     3,
   526,253.545,34.747,1428.84,     8,     3,
   527,257.284,34.747,1428.84,     8,     3,
   528,260.462,36.491,1428.84,     8,     3,
   529,263.36,37.8474,1428.84,     8,     3,
   530,266.819,37.8474,1428.84,     8,     3,
   531,270.185,37.8474,1428.84,     8,     3,
   532,269.624,34.747,1428.84,     8,     3,
   533,267.287,32.4217,1428.84,     8,     3,
   534,265.698,30.0963,1428.84,     8,     3,
   535,262.706,30.1932,1428.84,     8,     3,
   536,258.873,29.9994,1428.84,     8,     3,
   537,258.219,26.5114,1428.84,     8,     3,
   538,260.93,24.0892,1428.84,     8,     3,
   539,260.462,21.7639,1428.84,     8,     3,
   540,258.219,18.3728,1428.84,     8,     3,
   541,255.04,19.8261,1428.84,     8,     3,
   542,250.273,18.3728,1428.84,     8,     3,
   543,252.516,19.8261,1428.84,     8,     3,
   544,247.936,22.1514,1428.84,     8,     3,
   545,245.692,24.5737,1428.84,     8,     3,
   546,251.301,22.1514,1428.84,     8,     3,
   547,249.618,25.4457,1428.84,     8,     3,
   548,257.284,22.539,1428.84,     8,     3,
   549,254.199,23.6048,1428.84,     8,     3,
   550,252.516,26.899,1428.84,     8,     3,
   551,255.04,26.5114,1428.84,     8,     3,
   552,255.882,29.6119,1428.84,     8,     3,
   553,253.545,31.259,1428.84,     8,     3,
   554,257.284,32.4217,1428.84,     8,     3,
   555,260.93,32.5185,1428.84,     8,     3,
   556,264.015,34.0688,1428.84,     8,     3,
   557,266.819,35.4252,1428.84,     8,     3,
   558,240.467,25.2126,1071.63,     9,     3,
   559,243.793,24.5254,1071.63,     9,     3,
   560,247.119,22.4636,1071.63,     9,     3,
   561,247.119,19.2851,1071.63,     9,     3,
   562,247.119,15.677,1071.63,     9,     3,
   563,249.538,12.928,1071.63,     9,     3,
   564,253.066,11.4676,1071.63,     9,     3,
   565,257.198,10.0931,1071.63,     9,     3,
   566,260.323,8.80451,1071.63,     9,     3,
   567,257.904,5.8837,1071.63,     9,     3,
   568,254.779,3.73604,1071.63,     9,     3,
   569,253.066,0.729324,1071.63,     9,     3,
   570,252.058,-2.3633,1071.63,     9,     3,
   571,248.732,-3.48008,1071.63,     9,     3,
   572, 244.7,-3.48008,1071.63,     9,     3,
   573,242.886,-0.902894,1071.63,     9,     3,
   574,239.761,1.67429,1071.63,     9,     3,
   575,236.233,0.299793,1071.63,     9,     3,
   576,232.605,-0.902894,1071.63,     9,     3,
   577,229.38,-2.96464,1071.63,     9,     3,
   578,226.86,-5.54183,1071.63,     9,     3,
   579,224.441,-3.48008,1071.63,     9,     3,
   580,221.921,-0.902894,1071.63,     9,     3,
   581,224.441,1.7602,1071.63,     9,     3,
   582,227.666,2.79107,1071.63,     9,     3,
   583,230.186,5.8837,1071.63,     9,     3,
   584,231.799,9.40585,1071.63,     9,     3,
   585,228.876,11.4676,1071.63,     9,     3,
   586,225.247,10.8663,1071.63,     9,     3,
   587,227.666,12.928,1071.63,     9,     3,
   588,230.186,16.1924,1071.63,     9,     3,
   589,227.666,18.2542,1071.63,     9,     3,
   590,231.194,18.2542,1071.63,     9,     3,
   591,234.722,17.8247,1071.63,     9,     3,
   592,237.947,20.4019,1071.63,     9,     3,
   593,238.652,23.0649,1071.63,     9,     3,
   594,231.295,13.6153,1071.63,     9,     3,
   595,233.714,15.0757,1071.63,     9,     3,
   596,237.947,17.2233,1071.63,     9,     3,
   597,242.18,21.9482,1071.63,     9,     3,
   598, 244.7,19.8864,1071.63,     9,     3,
   599,241.172,18.7696,1071.63,     9,     3,
   600,243.793,16.622,1071.63,     9,     3,
   601,240.467,15.0757,1071.63,     9,     3,
   602,237.947,14.0448,1071.63,     9,     3,
   603,234.318,11.4676,1071.63,     9,     3,
   604, 244.7,12.928,1071.63,     9,     3,
   605,254.477,7.94545,1071.63,     9,     3,
   606,248.732,0.299793,1071.63,     9,     3,
   607,246.313,-0.301551,1071.63,     9,     3,
   608,250.546,3.30651,1071.63,     9,     3,
   609,252.058,5.8837,1071.63,     9,     3,
   610,251.252,9.40585,1071.63,     9,     3,
   611,247.119,10.0931,1071.63,     9,     3,
   612,248.732,6.65685,1071.63,     9,     3,
   613,246.917,3.39242,1071.63,     9,     3,
   614,243.591,2.36154,1071.63,     9,     3,
   615,244.398,6.65685,1071.63,     9,     3,
   616,243.591,9.40585,1071.63,     9,     3,
   617,241.172,11.4676,1071.63,     9,     3,
   618,237.544,10.8663,1071.63,     9,     3,
   619,241.374,4.5092,1071.63,     9,     3,
   620,240.467,7.3441,1071.63,     9,     3,
   621,235.528,7.94545,1071.63,     9,     3,
   622,239.761,9.40585,1071.63,     9,     3,
   623,233.008,6.57095,1071.63,     9,     3,
   624,237.544,5.19645,1071.63,     9,     3,
   625,235.528,3.1347,1071.63,     9,     3,
   626,232.303,2.79107,1071.63,     9,     3,
   627,228.674,0.299793,1071.63,     9,     3,
   628,226.255,-0.902894,1071.63,     9,     3,
   629,197.63,13.6153,1071.63,     9,     3,
   630,200.754,11.4676,1071.63,     9,     3,
   631,200.754,7.94545,1071.63,     9,     3,
   632,198.335,6.65685,1071.63,     9,     3,
   633,195.11,6.65685,1071.63,     9,     3,
   634,192.691,7.94545,1071.63,     9,     3,
   635,192.691,10.8663,1071.63,     9,     3,
   636, 193.9,13.6153,1071.63,     9,     3,
   637,196.42,10.0931,1071.63,     9,     3,
   638,199.041,9.57767,1071.63,     9,     3,
   639,217.889,3.73604,1071.63,     9,     3,
   640,214.765,5.45417,1071.63,     9,     3,
   641,211.237,5.8837,1071.63,     9,     3,
   642,208.112,4.5092,1071.63,     9,     3,
   643,205.693,2.36154,1071.63,     9,     3,
   644,202.569,0.299793,1071.63,     9,     3,
   645,199.041,0.299793,1071.63,     9,     3,
   646,214.765,2.10382,1071.63,     9,     3,
   647,212.346,-0.387457,1071.63,     9,     3,
   648,208.717,-2.3633,1071.63,     9,     3,
   649,206.298,-5.1123,1071.63,     9,     3,
   650,202.569,-7.17405,1071.63,     9,     3,
   651,201.46,-10.6103,1071.63,     9,     3,
   652,199.041,-2.96464,1071.63,     9,     3,
   653,201.46,-5.1123,1071.63,     9,     3,
   654,202.569,-2.96464,1071.63,     9,     3,
   655,205.693,-1.84786,1071.63,     9,     3,
   656,208.717,0.729324,1071.63,     9,     3,
   657,211.237,2.79107,1071.63,     9,     3,
   658,255.153,-7.22345,714.42,    10,     3,
   659,258.641,-7.22345,714.42,    10,     3,
   660,261.454,-10.1288,714.42,    10,     3,
   661,260.666,-14.7773,714.42,    10,     3,
   662,257.853,-16.9853,714.42,    10,     3,
   663,254.253,-16.8691,714.42,    10,     3,
   664,253.24,-12.9179,714.42,    10,     3,
   665,251.552,-9.19906,714.42,    10,     3,
   666,257.066,-11.1747,714.42,    10,     3,
   667,257.066,-14.08,714.42,    10,     3,
   668,206.658,12.7651,714.42,    10,     3,
   669,211.271,12.7651,714.42,    10,     3,
   670,213.972,8.9301,714.42,    10,     3,
   671,216.785,4.39781,714.42,    10,     3,
   672,220.61,2.42219,714.42,    10,     3,
   673,225.223,3.23568,714.42,    10,     3,
   674,227.924,7.18691,714.42,    10,     3,
   675,231.637,4.39781,714.42,    10,     3,
   676,235.912,2.42219,714.42,    10,     3,
   677,235.912,-1.29661,714.42,    10,     3,
   678, 233.1,-3.50465,714.42,    10,     3,
   679,230.399,-6.40996,714.42,    10,     3,
   680,226.123,-8.38557,714.42,    10,     3,
   681,227.586,-12.9179,714.42,    10,     3,
   682,228.936,-15.707,714.42,    10,     3,
   683,226.123,-17.6826,714.42,    10,     3,
   684,222.41,-19.1933,714.42,    10,     3,
   685,218.81,-21.9824,714.42,    10,     3,
   686,214.872,-23.9581,714.42,    10,     3,
   687,211.271,-24.7715,714.42,    10,     3,
   688,207.446,-22.6797,714.42,    10,     3,
   689,203.958,-20.4717,714.42,    10,     3,
   690,200.582,-23.9581,714.42,    10,     3,
   691,200.582,-28.7228,714.42,    10,     3,
   692,203.283,-30.466,714.42,    10,     3,
   693,203.283,-34.4172,714.42,    10,     3,
   694,201.932,-37.2063,714.42,    10,     3,
   695,199.232,-40.1116,714.42,    10,     3,
   696,196.419,-37.9036,714.42,    10,     3,
   697,194.394,-35.1145,714.42,    10,     3,
   698,195.069,-30.466,714.42,    10,     3,
   699,197.094,-25.9337,714.42,    10,     3,
   700,198.444,-34.4172,714.42,    10,     3,
   701,199.232,-30.466,714.42,    10,     3,
   702,196.419,-21.1689,714.42,    10,     3,
   703,193.719,-19.1933,714.42,    10,     3,
   704,193.719,-14.7773,714.42,    10,     3,
   705,188.88,-14.08,714.42,    10,     3,
   706,191.581,-11.1747,714.42,    10,     3,
   707,200.582,-18.6123,714.42,    10,     3,
   708,197.769,-15.707,714.42,    10,     3,
   709,196.419,-12.9179,714.42,    10,     3,
   710,201.145,-12.9179,714.42,    10,     3,
   711,203.958,-16.288,714.42,    10,     3,
   712,208.458,-17.6826,714.42,    10,     3,
   713,211.271,-19.7744,714.42,    10,     3,
   714,215.209,-18.6123,714.42,    10,     3,
   715,218.81,-16.288,714.42,    10,     3,
   716,223.423,-14.1962,714.42,    10,     3,
   717,210.146,-14.08,714.42,    10,     3,
