idMN,nX,nY,nZ,idSegment,idMuscle,
  1239,221.375,121.087,2500.47,     5,     4,
  1240,224.414,113.587,2500.47,     5,     4,
  1241,275.417,88.9875,2500.47,     5,     4,
  1242,199.131,146.075,2143.26,     6,     4,
  1243,195.707,146.575,2143.26,     6,     4,
  1244,193.139,149.675,2143.26,     6,     4,
  1245,200.938,149.675,2143.26,     6,     4,
  1246,199.131,153.275,2143.26,     6,     4,
  1247,196.277,153.275,2143.26,     6,     4,
  1248,194.47,152.175,2143.26,     6,     4,
  1249,197.419,149.775,2143.26,     6,     4,
  1250,177.255,159.275,2143.26,     6,     4,
  1251,174.878,156.875,2143.26,     6,     4,
  1252,171.644,156.875,2143.26,     6,     4,
  1253,169.361,156.875,2143.26,     6,     4,
  1254,167.935,160.575,2143.26,     6,     4,
  1255,170.217,162.375,2143.26,     6,     4,
  1256,173.071,162.975,2143.26,     6,     4,
  1257,174.878,160.575,2143.26,     6,     4,
  1258,171.644,159.875,2143.26,     6,     4,
  1259,181.155,163.675,2143.26,     6,     4,
  1260,183.533,161.275,2143.26,     6,     4,
  1261,187.052,162.375,2143.26,     6,     4,
  1262,187.622,166.175,2143.26,     6,     4,
  1263,186.196,168.575,2143.26,     6,     4,
  1264,180.584,167.275,2143.26,     6,     4,
  1265,178.206,170.975,2143.26,     6,     4,
  1266,175.448,172.075,2143.26,     6,     4,
  1267,175.924,175.275,2143.26,     6,     4,
  1268,177.255,178.275,2143.26,     6,     4,
  1269,180.584,178.775,2143.26,     6,     4,
  1270,182.391,176.375,2143.26,     6,     4,
  1271,183.533,173.975,2143.26,     6,     4,
  1272,184.864,171.475,2143.26,     6,     4,
  1273,183.913,165.475,2143.26,     6,     4,
  1274,182.677,169.675,2143.26,     6,     4,
  1275,180.109,173.475,2143.26,     6,     4,
  1276,178.872,176.375,2143.26,     6,     4,
  1277,214.348,156.875,2143.26,     6,     4,
  1278,212.921,160.575,2143.26,     6,     4,
  1279,210.544,158.175,2143.26,     6,     4,
  1280,207.31,158.775,2143.26,     6,     4,
  1281,205.027,159.275,2143.26,     6,     4,
  1282,211.97,164.175,2143.26,     6,     4,
  1283,204.362,163.675,2143.26,     6,     4,
  1284,209.688,162.375,2143.26,     6,     4,
  1285,207.31,163.675,2143.26,     6,     4,
  1286,209.022,166.175,2143.26,     6,     4,
  1287,200.938,164.475,2143.26,     6,     4,
  1288,206.644,167.875,2143.26,     6,     4,
  1289,203.22,167.675,2143.26,     6,     4,
  1290,199.701,167.875,2143.26,     6,     4,
  1291,205.598,172.075,2143.26,     6,     4,
  1292,197.419,171.475,2143.26,     6,     4,
  1293,202.65,170.375,2143.26,     6,     4,
  1294,200.938,172.075,2143.26,     6,     4,
  1295,193.329,172.175,2143.26,     6,     4,
  1296,189.905,172.675,2143.26,     6,     4,
  1297,190.856,176.375,2143.26,     6,     4,
  1298,191.046,178.275,2143.26,     6,     4,
  1299, 193.9,178.775,2143.26,     6,     4,
  1300,196.753,178.775,2143.26,     6,     4,
  1301,199.131,182.675,2143.26,     6,     4,
  1302,196.277,187.375,2143.26,     6,     4,
  1303,196.753,189.775,2143.26,     6,     4,
  1304,197.609,184.875,2143.26,     6,     4,
  1305,199.131,191.675,2143.26,     6,     4,
  1306,202.079,190.975,2143.26,     6,     4,
  1307,205.027,188.575,2143.26,     6,     4,
  1308,204.076,184.875,2143.26,     6,     4,
  1309,206.359,181.275,2143.26,     6,     4,
  1310,209.593,181.175,2143.26,     6,     4,
  1311,212.921,181.775,2143.26,     6,     4,
  1312,215.965,180.775,2143.26,     6,     4,
  1313,217.582,178.275,2143.26,     6,     4,
  1314,220.625,175.875,2143.26,     6,     4,
  1315,223.003,174.575,2143.26,     6,     4,
  1316,225.286,172.875,2143.26,     6,     4,
  1317,226.142,169.675,2143.26,     6,     4,
  1318,226.807,166.675,2143.26,     6,     4,
  1319,221.481,159.875,2143.26,     6,     4,
  1320,223.764,166.875,2143.26,     6,     4,
  1321,219.864,166.875,2143.26,     6,     4,
  1322,218.343,169.675,2143.26,     6,     4,
  1323,216.155,172.475,2143.26,     6,     4,
  1324,212.921,174.575,2143.26,     6,     4,
  1325,209.022,175.075,2143.26,     6,     4,
  1326,222.147,170.275,2143.26,     6,     4,
  1327,219.864,173.475,2143.26,     6,     4,
  1328,216.821,175.475,2143.26,     6,     4,
  1329,213.682,177.975,2143.26,     6,     4,
  1330,210.544,177.975,2143.26,     6,     4,
  1331,206.644,178.275,2143.26,     6,     4,
  1332,204.362,175.475,2143.26,     6,     4,
  1333,202.079,174.575,2143.26,     6,     4,
  1334,199.701,188.575,2143.26,     6,     4,
  1335,201.413,186.675,2143.26,     6,     4,
  1336,201.413,182.475,2143.26,     6,     4,
  1337,203.22,179.975,2143.26,     6,     4,
  1338,200.938,177.775,2143.26,     6,     4,
  1339,198.56,178.275,2143.26,     6,     4,
  1340,197.989,175.075,2143.26,     6,     4,
  1341,194.47,175.075,2143.26,     6,     4,
  1342,286.818,123.831,3214.89,     3,     5,
  1344,296.137,137.588,2857.68,     4,     5,
  1345,296.137,141.488,2857.68,     4,     5,
  1347,291.431,127.868,3214.89,     3,     5,
  1348,307.537,139.988,2857.68,     4,     5,
  1349,296.137,144.888,2857.68,     4,     5,
  1351,297.437,152.288,2857.68,     4,     5,
  1352,282.205,142.733,3214.89,     3,     5,
  1353,290.237,154.788,2857.68,     4,     5,
  1355,290.137,161.588,2857.68,     4,     5,
  1356,293.637,161.288,2857.68,     4,     5,
  1357,296.837,162.788,2857.68,     4,     5,
  1358,286.818,153.469,3214.89,     3,     5,
  1359,288.042,156.405,3214.89,     3,     5,
  1361,294.82,155.671,3214.89,     3,     5,
  1362,307.537,165.288,2857.68,     4,     5,
  1363,308.337,161.288,2857.68,     4,     5,
  1364,298.303,146.403,3214.89,     3,     5,
  1365,314.137,158.788,2857.68,     4,     5,
  1366,306.116,142.733,3214.89,     3,     5,
  1368,315.637,152.288,2857.68,     4,     5,
  1370,316.637,145.788,2857.68,     4,     5,
  1371,306.775,134.475,3214.89,     3,     5,
  1372,310.729,134.475,3214.89,     3,     5,
  1373,326.337,141.988,2857.68,     4,     5,
  1374,311.953,128.694,3214.89,     3,     5,
  1375,322.237,138.588,2857.68,     4,     5,
  1376,305.175,128.235,3214.89,     3,     5,
  1377,314.837,141.988,2857.68,     4,     5,
  1378,310.737,141.988,2857.68,     4,     5,
  1379,322.237,142.488,2857.68,     4,     5,
  1380,319.037,141.988,2857.68,     4,     5,
  1381,312.437,145.788,2857.68,     4,     5,
  1382,303.437,167.288,2857.68,     4,     5,
  1383,304.637,162.788,2857.68,     4,     5,
  1384,300.937,163.687,2857.68,     4,     5,
  1385,299.837,160.788,2857.68,     4,     5,
  1387,297.437,158.788,2857.68,     4,     5,
  1388,297.437,155.988,2857.68,     4,     5,
  1389,299.837,156.388,2857.68,     4,     5,
  1390,301.737,153.088,2857.68,     4,     5,
  1391,305.137,150.588,2857.68,     4,     5,
  1392,297.079,138.879,3214.89,     3,     5,
  1393,299.432,141.54,3214.89,     3,     5,
  1394,313.137,155.488,2857.68,     4,     5,
  1395,300.937,149.888,2857.68,     4,     5,
  1396,299.837,143.288,2857.68,     4,     5,
  1397,289.077,135.117,3214.89,     3,     5,
  1398,302.737,141.988,2857.68,     4,     5,
  1400,309.037,144.988,2857.68,     4,     5,
  1401,296.043,136.677,3214.89,     3,     5,
  1402,292.56,135.851,3214.89,     3,     5,
  1403,292.466,134.566,3214.89,     3,     5,
  1404,302.737,153.988,2857.68,     4,     5,
  1405,311.537,155.488,2857.68,     4,     5,
  1406,307.537,151.488,2857.68,     4,     5,
  1407,203.418,93.3875,2500.47,     5,     5,
  1408,207.418,91.8875,2500.47,     5,     5,
  1409,211.118,93.3875,2500.47,     5,     5,
  1410,212.218,96.7875,2500.47,     5,     5,
  1411,211.118,100.087,2500.47,     5,     5,
  1412,207.418,100.887,2500.47,     5,     5,
  1413,204.418,100.087,2500.47,     5,     5,
  1414,203.418,96.7875,2500.47,     5,     5,
  1416,208.218,97.5875,2500.47,     5,     5,
  1417,251.118,106.288,2500.47,     5,     5,
  1418,254.618,104.387,2500.47,     5,     5,
  1419,257.018,107.387,2500.47,     5,     5,
  1420,259.518,109.887,2500.47,     5,     5,
  1421,249.718,109.887,2500.47,     5,     5,
  1422,247.318,113.788,2500.47,     5,     5,
  1423,246.218,117.788,2500.47,     5,     5,
  1424,244.818,114.688,2500.47,     5,     5,
  1425,245.518,120.788,2500.47,     5,     5,
  1426,249.718,120.788,2500.47,     5,     5,
  1427,253.618,120.788,2500.47,     5,     5,
  1428,253.618,117.788,2500.47,     5,     5,
  1429,255.518,113.788,2500.47,     5,     5,
  1430,260.418,115.387,2500.47,     5,     5,
  1431,259.518,119.188,2500.47,     5,     5,
  1432,261.918,122.188,2500.47,     5,     5,
  1433,261.118,126.387,2500.47,     5,     5,
  1434,258.418,128.887,2500.47,     5,     5,
  1435,262.818,112.887,2500.47,     5,     5,
  1436,266.018,114.688,2500.47,     5,     5,
  1437,269.118,116.788,2500.47,     5,     5,
  1438,273.118,118.387,2500.47,     5,     5,
  1439,276.718,120.788,2500.47,     5,     5,
  1440,275.618,125.188,2500.47,     5,     5,
  1441,271.918,125.688,2500.47,     5,     5,
  1442,267.618,126.387,2500.47,     5,     5,
  1443,266.018,130.587,2500.47,     5,     5,
  1444,266.718,133.688,2500.47,     5,     5,
  1445,263.618,134.488,2500.47,     5,     5,
  1446,260.418,132.988,2500.47,     5,     5,
  1447,262.718,130.087,2500.47,     5,     5,
  1448,273.118,121.688,2500.47,     5,     5,
  1449,269.418,120.188,2500.47,     5,     5,
  1450,269.418,123.288,2500.47,     5,     5,
  1451,265.118,126.387,2500.47,     5,     5,
  1452,265.118,123.288,2500.47,     5,     5,
  1453,266.018,120.188,2500.47,     5,     5,
  1454,264.218,117.188,2500.47,     5,     5,
  1455,262.718,119.188,2500.47,     5,     5,
  1456,258.418,112.288,2500.47,     5,     5,
  1457,254.618,108.688,2500.47,     5,     5,
  1458,254.618,110.488,2500.47,     5,     5,
  1459,251.618,112.887,2500.47,     5,     5,
  1460,251.118,115.887,2500.47,     5,     5,
  1461,249.318,117.587,2500.47,     5,     5,
  1462,274.018,131.988,2500.47,     5,     5,
  1463,254.118,128.887,2500.47,     5,     5,
  1464,250.418,128.887,2500.47,     5,     5,
  1465,247.318,128.887,2500.47,     5,     5,
  1466,244.818,129.587,2500.47,     5,     5,
  1467,245.518,133.688,2500.47,     5,     5,
  1468,248.718,136.188,2500.47,     5,     5,
  1469,251.518,136.387,2500.47,     5,     5,
  1470,253.018,133.688,2500.47,     5,     5,
  1471,256.518,132.488,2500.47,     5,     5,
  1472,251.118,131.988,2500.47,     5,     5,
  1473,247.918,131.988,2500.47,     5,     5,
  1474,250.618,141.788,2500.47,     5,     5,
  1475,254.018,141.788,2500.47,     5,     5,
  1476,255.518,141.788,2500.47,     5,     5,
  1477,256.518,144.788,2500.47,     5,     5,
  1478,259.518,144.788,2500.47,     5,     5,
  1479,262.718,144.788,2500.47,     5,     5,
  1480,249.318,144.788,2500.47,     5,     5,
  1481,249.718,148.288,2500.47,     5,     5,
  1482,255.518,148.288,2500.47,     5,     5,
  1483,253.018,149.188,2500.47,     5,     5,
  1484,252.818,145.788,2500.47,     5,     5,
  1485,300.618,124.587,2500.47,     5,     5,
  1486,301.118,128.087,2500.47,     5,     5,
  1487,298.218,131.288,2500.47,     5,     5,
  1488,298.718,134.887,2500.47,     5,     5,
  1489,301.918,136.188,2500.47,     5,     5,
  1490,303.118,139.387,2500.47,     5,     5,
  1491,304.918,140.988,2500.47,     5,     5,
  1492,304.318,129.587,2500.47,     5,     5,
  1493,307.918,128.887,2500.47,     5,     5,
  1494,310.418,127.087,2500.47,     5,     5,
  1495,313.918,125.688,2500.47,     5,     5,
  1496,316.918,128.887,2500.47,     5,     5,
  1497,316.318,131.988,2500.47,     5,     5,
  1498,314.418,136.188,2500.47,     5,     5,
  1499,312.818,139.387,2500.47,     5,     5,
  1500,311.418,143.387,2500.47,     5,     5,
  1501,307.418,143.387,2500.47,     5,     5,
  1502,301.918,132.488,2500.47,     5,     5,
  1503,313.918,129.587,2500.47,     5,     5,
  1504,311.018,130.587,2500.47,     5,     5,
  1505,312.818,133.887,2500.47,     5,     5,
  1506,307.418,132.488,2500.47,     5,     5,
  1507,304.918,134.488,2500.47,     5,     5,
  1508,309.818,134.887,2500.47,     5,     5,
  1509,310.418,137.488,2500.47,     5,     5,
  1510,306.718,137.387,2500.47,     5,     5,
  1511,308.518,140.988,2500.47,     5,     5,
  1512,304.318,142.387,2500.47,     5,     5,
  1513,258.418,106.288,2500.47,     5,     5,
  1514,197.83,100.975,2143.26,     6,     5,
  1515,206.63,98.575,2143.26,     6,     5,
  1516,205.73,101.975,2143.26,     6,     5,
  1517,206.63,105.875,2143.26,     6,     5,
  1518,210.23,105.875,2143.26,     6,     5,
  1519,213.63,104.475,2143.26,     6,     5,
  1520,213.63,100.975,2143.26,     6,     5,
  1521,210.23,98.575,2143.26,     6,     5,
  1522,209.63,101.775,2143.26,     6,     5,
  1523,202.23,124.175,2143.26,     6,     5,
  1524,204.13,121.775,2143.26,     6,     5,
  1525,206.63,118.775,2143.26,     6,     5,
  1526,208.23,116.375,2143.26,     6,     5,
  1527,210.63,113.875,2143.26,     6,     5,
  1528,204.73,127.375,2143.26,     6,     5,
  1529,208.23,126.675,2143.26,     6,     5,
  1530,211.13,124.975,2143.26,     6,     5,
  1531,213.63,122.575,2143.26,     6,     5,
  1532,216.03,120.075,2143.26,     6,     5,
  1533,219.23,117.675,2143.26,     6,     5,
  1534,223.23,118.775,2143.26,     6,     5,
  1535,224.13,122.575,2143.26,     6,     5,
  1536,224.73,124.975,2143.26,     6,     5,
  1537,227.63,126.675,2143.26,     6,     5,
  1538,230.63,129.075,2143.26,     6,     5,
  1539,231.23,133.275,2143.26,     6,     5,
  1540,227.63,133.975,2143.26,     6,     5,
  1541,224.73,133.275,2143.26,     6,     5,
  1542,230.63,136.475,2143.26,     6,     5,
  1543,232.03,140.375,2143.26,     6,     5,
  1544,236.13,140.375,2143.26,     6,     5,
  1545,238.03,144.375,2143.26,     6,     5,
  1546,241.03,146.175,2143.26,     6,     5,
  1547,244.73,146.175,2143.26,     6,     5,
  1548,245.93,142.875,2143.26,     6,     5,
  1549,246.73,138.875,2143.26,     6,     5,
  1550,249.63,137.175,2143.26,     6,     5,
  1551,252.83,135.675,2143.26,     6,     5,
  1552,256.13,134.675,2143.26,     6,     5,
  1553,260.13,133.275,2143.26,     6,     5,
  1554,262.03,130.875,2143.26,     6,     5,
  1555,261.03,127.375,2143.26,     6,     5,
  1556,257.13,125.975,2143.26,     6,     5,
  1557,252.93,127.275,2143.26,     6,     5,
  1558,248.33,128.375,2143.26,     6,     5,
  1559,245.33,126.675,2143.26,     6,     5,
  1560,248.33,123.475,2143.26,     6,     5,
  1561,248.33,120.075,2143.26,     6,     5,
  1562,247.23,117.675,2143.26,     6,     5,
  1563,244.33,116.875,2143.26,     6,     5,
  1564,241.83,118.775,2143.26,     6,     5,
  1565,241.03,122.575,2143.26,     6,     5,
  1566,243.43,124.875,2143.26,     6,     5,
  1567,244.73,121.775,2143.26,     6,     5,
  1568,245.33,131.575,2143.26,     6,     5,
  1569,243.43,134.675,2143.26,     6,     5,
  1570,257.63,129.875,2143.26,     6,     5,
  1571,255.43,129.875,2143.26,     6,     5,
  1572,255.23,132.275,2143.26,     6,     5,
  1573,251.73,130.875,2143.26,     6,     5,
  1574,249.63,133.275,2143.26,     6,     5,
  1575,247.83,132.275,2143.26,     6,     5,
  1576,245.93,136.475,2143.26,     6,     5,
  1577,241.83,142.875,2143.26,     6,     5,
  1578,239.43,140.375,2143.26,     6,     5,
  1579,243.43,140.375,2143.26,     6,     5,
  1580,241.83,137.175,2143.26,     6,     5,
  1581,234.73,136.775,2143.26,     6,     5,
  1582,238.03,136.775,2143.26,     6,     5,
  1583,239.33,134.875,2143.26,     6,     5,
  1584,235.53,133.275,2143.26,     6,     5,
  1585,237.03,132.275,2143.26,     6,     5,
  1586,234.53,130.875,2143.26,     6,     5,
  1587,231.23,126.675,2143.26,     6,     5,
  1588,213.63,113.875,2143.26,     6,     5,
  1589,216.83,111.475,2143.26,     6,     5,
  1590,218.53,108.275,2143.26,     6,     5,
  1591,219.23,105.075,2143.26,     6,     5,
  1592,219.83,100.975,2143.26,     6,     5,
  1593,219.83,97.075,2143.26,     6,     5,
  1594,219.83,93.675,2143.26,     6,     5,
  1595,221.73,91.175,2143.26,     6,     5,
  1596,225.73,91.175,2143.26,     6,     5,
  1597,228.83,93.675,2143.26,     6,     5,
  1598,228.83,97.075,2143.26,     6,     5,
  1599,227.63,100.975,2143.26,     6,     5,
  1600,228.83,104.175,2143.26,     6,     5,
  1601,231.23,107.475,2143.26,     6,     5,
  1602,233.53,109.875,2143.26,     6,     5,
  1603,234.53,113.175,2143.26,     6,     5,
  1604,232.03,113.875,2143.26,     6,     5,
  1605,229.63,117.675,2143.26,     6,     5,
  1606,235.53,101.775,2143.26,     6,     5,
  1607,238.53,99.575,2143.26,     6,     5,
  1608,242.33,99.575,2143.26,     6,     5,
  1609,244.33,101.975,2143.26,     6,     5,
  1610,242.93,105.075,2143.26,     6,     5,
  1611,237.13,105.075,2143.26,     6,     5,
  1612,239.83,105.875,2143.26,     6,     5,
  1613,240.43,101.975,2143.26,     6,     5,
  1614,252.83,110.775,2143.26,     6,     5,
  1615,252.83,114.475,2143.26,     6,     5,
  1616,256.13,116.875,2143.26,     6,     5,
  1617,257.13,118.075,2143.26,     6,     5,
  1618,260.13,115.175,2143.26,     6,     5,
  1619,256.13,108.975,2143.26,     6,     5,
  1620,259.53,108.975,2143.26,     6,     5,
  1621,261.03,111.475,2143.26,     6,     5,
  1622,256.63,112.775,2143.26,     6,     5,
  1623,274.63,141.275,2143.26,     6,     5,
  1624,278.23,141.275,2143.26,     6,     5,
  1625,280.73,143.775,2143.26,     6,     5,
  1626,273.93,145.375,2143.26,     6,     5,
  1627,273.33,147.875,2143.26,     6,     5,
  1628,277.03,145.275,2143.26,     6,     5,
  1629,281.23,146.875,2143.26,     6,     5,
  1630,278.23,148.575,2143.26,     6,     5,
  1631,275.83,149.275,2143.26,     6,     5,
  1632,206.63,124.175,2143.26,     6,     5,
  1633,208.73,121.175,2143.26,     6,     5,
  1634,211.13,119.375,2143.26,     6,     5,
  1635,212.03,117.675,2143.26,     6,     5,
  1636,216.03,116.375,2143.26,     6,     5,
  1637,219.23,113.875,2143.26,     6,     5,
  1638,224.13,94.675,2143.26,     6,     5,
  1639,225.13,97.075,2143.26,     6,     5,
  1640,222.33,98.575,2143.26,     6,     5,
  1641,224.13,101.775,2143.26,     6,     5,
  1642,222.33,104.475,2143.26,     6,     5,
  1643,225.73,104.975,2143.26,     6,     5,
  1644,221.73,108.275,2143.26,     6,     5,
  1645,220.93,111.975,2143.26,     6,     5,
  1646,223.23,115.175,2143.26,     6,     5,
  1647,227.13,108.275,2143.26,     6,     5,
  1648,224.13,108.975,2143.26,     6,     5,
  1649,229.63,110.275,2143.26,     6,     5,
  1650,228.63,114.175,2143.26,     6,     5,
  1651,225.73,112.375,2143.26,     6,     5,
  1652,226.53,116.875,2143.26,     6,     5,
  1653,226.53,121.075,2143.26,     6,     5,
  1654,229.03,123.475,2143.26,     6,     5,
  1655,231.03,121.175,2143.26,     6,     5,
  1656,232.23,123.475,2143.26,     6,     5,
  1657,216.937,  81.6,1786.05,     7,     5,
  1658,219.437,  82.3,1786.05,     7,     5,
  1659,213.937,  84.1,1786.05,     7,     5,
  1660,212.737,  85.7,1786.05,     7,     5,
  1661,216.437,  87.2,1786.05,     7,     5,
  1662,219.537,  87.2,1786.05,     7,     5,
  1663,221.237,  84.7,1786.05,     7,     5,
  1664,217.637,  84.7,1786.05,     7,     5,
  1665,203.237,  98.9,1786.05,     7,     5,
  1666,207.237,  99.1,1786.05,     7,     5,
  1667,205.737, 106.7,1786.05,     7,     5,
  1668,202.537, 103.1,1786.05,     7,     5,
  1669,205.937, 102.8,1786.05,     7,     5,
  1670,208.837, 105.2,1786.05,     7,     5,
  1671,209.637, 102.4,1786.05,     7,     5,
  1672,211.937,  99.9,1786.05,     7,     5,
  1673,213.737,  97.5,1786.05,     7,     5,
  1674,212.637, 102.2,1786.05,     7,     5,
  1675,216.437,   103,1786.05,     7,     5,
  1676,216.137,  99.6,1786.05,     7,     5,
  1677,217.537,    96,1786.05,     7,     5,
  1678,220.337, 104.2,1786.05,     7,     5,
  1679,223.737, 107.4,1786.05,     7,     5,
  1680,226.837, 106.7,1786.05,     7,     5,
  1681,219.937, 100.7,1786.05,     7,     5,
  1682,220.437,  97.2,1786.05,     7,     5,
  1683,222.437,  95.1,1786.05,     7,     5,
  1684,225.237,  92.6,1786.05,     7,     5,
  1685,227.637,  91.1,1786.05,     7,     5,
  1686,231.137,    92,1786.05,     7,     5,
  1687,234.837,  93.5,1786.05,     7,     5,
  1688,238.337,  95.1,1786.05,     7,     5,
  1689,240.737,  98.2,1786.05,     7,     5,
  1690,240.737, 100.6,1786.05,     7,     5,
  1691,237.237, 102.4,1786.05,     7,     5,
  1692,234.837,   103,1786.05,     7,     5,
  1693,231.137, 104.2,1786.05,     7,     5,
  1694,228.637, 105.6,1786.05,     7,     5,
  1695,236.937,  98.4,1786.05,     7,     5,
  1696,233.537,  96.7,1786.05,     7,     5,
  1697,233.537,   100,1786.05,     7,     5,
  1698,230.137, 100.9,1786.05,     7,     5,
  1699,231.137,  95.8,1786.05,     7,     5,
  1700,228.637,  95.1,1786.05,     7,     5,
  1701,230.137,  98.2,1786.05,     7,     5,
  1702,226.237,  97.2,1786.05,     7,     5,
  1703,223.737,  99.6,1786.05,     7,     5,
  1704,226.837, 101.3,1786.05,     7,     5,
  1705,223.737, 103.7,1786.05,     7,     5,
  1706,226.237, 104.3,1786.05,     7,     5,
  1707,236.937,  91.1,1786.05,     7,     5,
  1708,239.437,  89.6,1786.05,     7,     5,
  1709,241.837,  88.7,1786.05,     7,     5,
  1710,243.237,  86.2,1786.05,     7,     5,
  1711,240.337,  84.1,1786.05,     7,     5,
  1712,237.937,  83.8,1786.05,     7,     5,
  1713,235.437,  83.3,1786.05,     7,     5,
  1714,233.537,  86.5,1786.05,     7,     5,
  1715,236.937,  88.7,1786.05,     7,     5,
  1716,237.937,  86.5,1786.05,     7,     5,
  1717,245.237, 102.8,1786.05,     7,     5,
  1718,244.337, 104.8,1786.05,     7,     5,
  1719,246.237, 107.3,1786.05,     7,     5,
  1720,246.237, 100.9,1786.05,     7,     5,
  1721,248.637, 100.6,1786.05,     7,     5,
  1722,251.737,   102,1786.05,     7,     5,
  1723,252.337, 104.8,1786.05,     7,     5,
  1724,248.637,   108,1786.05,     7,     5,
  1725,250.137, 106.7,1786.05,     7,     5,
  1726,248.637, 104.3,1786.05,     7,     5,
  1727,200.037, 115.9,1786.05,     7,     5,
  1728,196.737, 118.3,1786.05,     7,     5,
  1729,195.237, 121.4,1786.05,     7,     5,
  1730,196.737, 125.1,1786.05,     7,     5,
  1731,202.537, 118.3,1786.05,     7,     5,
  1732,203.537, 121.4,1786.05,     7,     5,
  1733,203.937, 125.1,1786.05,     7,     5,
  1734,200.737, 127.5,1786.05,     7,     5,
  1735,199.137, 128.6,1786.05,     7,     5,
  1736,200.137, 123.8,1786.05,     7,     5,
  1737,199.137, 120.7,1786.05,     7,     5,
  1738,209.637, 111.5,1786.05,     7,     5,
  1739,212.637, 110.4,1786.05,     7,     5,
  1740,215.237, 110.1,1786.05,     7,     5,
  1741,217.937, 113.4,1786.05,     7,     5,
  1742,208.437, 114.9,1786.05,     7,     5,
  1743,211.237, 117.4,1786.05,     7,     5,
  1744,214.537, 118.9,1786.05,     7,     5,
  1745,218.637, 118.3,1786.05,     7,     5,
  1746,212.737,   114,1786.05,     7,     5,
  1747,215.537,   114,1786.05,     7,     5,
  1748,215.537, 116.4,1786.05,     7,     5,
  1749,221.337, 118.9,1786.05,     7,     5,
  1750,224.837, 118.9,1786.05,     7,     5,
  1751,227.637, 120.7,1786.05,     7,     5,
  1752,221.337, 123.2,1786.05,     7,     5,
  1753,221.237, 127.5,1786.05,     7,     5,
  1754,217.937, 129.9,1786.05,     7,     5,
  1755,215.037, 132.4,1786.05,     7,     5,
  1756,215.337, 135.7,1786.05,     7,     5,
  1757,219.437, 136.7,1786.05,     7,     5,
  1758,222.437, 134.3,1786.05,     7,     5,
  1759,222.837, 131.9,1786.05,     7,     5,
  1760,220.137, 131.1,1786.05,     7,     5,
  1761,218.937, 134.5,1786.05,     7,     5,
  1762,223.737, 127.5,1786.05,     7,     5,
  1763,227.237, 125.6,1786.05,     7,     5,
  1764,224.437, 122.6,1786.05,     7,     5,
  1765,231.137, 126.2,1786.05,     7,     5,
  1766,233.537, 128.6,1786.05,     7,     5,
  1767,235.937, 129.9,1786.05,     7,     5,
  1768,239.437, 131.1,1786.05,     7,     5,
  1769,243.237, 131.1,1786.05,     7,     5,
  1770,246.237, 134.3,1786.05,     7,     5,
  1771,248.637, 134.8,1786.05,     7,     5,
  1772,251.137, 131.9,1786.05,     7,     5,
  1773,252.537, 128.6,1786.05,     7,     5,
  1774,255.937, 127.5,1786.05,     7,     5,
  1775,259.637, 127.5,1786.05,     7,     5,
  1776,263.037, 129.9,1786.05,     7,     5,
  1777,260.537, 133.3,1786.05,     7,     5,
  1778,257.237, 134.5,1786.05,     7,     5,
  1779,255.937, 138.2,1786.05,     7,     5,
  1780,258.137, 141.6,1786.05,     7,     5,
  1781,262.037, 143.1,1786.05,     7,     5,
  1782,265.437, 140.6,1786.05,     7,     5,
  1783,264.537, 136.7,1786.05,     7,     5,
  1784,265.437, 133.3,1786.05,     7,     5,
  1785,267.937, 130.9,1786.05,     7,     5,
  1786,270.337, 129.4,1786.05,     7,     5,
  1787,262.037, 135.9,1786.05,     7,     5,
  1788,259.637, 137.3,1786.05,     7,     5,
  1789,262.037, 139.7,1786.05,     7,     5,
  1790,269.437, 126.2,1786.05,     7,     5,
  1791,270.337, 122.3,1786.05,     7,     5,
  1792,272.737, 121.4,1786.05,     7,     5,
  1793,271.837, 118.3,1786.05,     7,     5,
  1794,269.437, 116.5,1786.05,     7,     5,
  1795,266.137, 116.4,1786.05,     7,     5,
  1796,230.137, 123.2,1786.05,     7,     5,
  1797,234.837, 123.2,1786.05,     7,     5,
  1798,237.237, 122.6,1786.05,     7,     5,
  1799,240.337, 125.6,1786.05,     7,     5,
  1800,234.937, 126.5,1786.05,     7,     5,
  1801,237.937,   127,1786.05,     7,     5,
  1802,241.837, 128.1,1786.05,     7,     5,
  1803,247.637, 130.9,1786.05,     7,     5,
  1804,245.237, 127.5,1786.05,     7,     5,
  1805,249.237, 128.1,1786.05,     7,     5,
  1806,266.137, 128.1,1786.05,     7,     5,
  1807,267.937, 120.2,1786.05,     7,     5,
  1808,264.537, 118.9,1786.05,     7,     5,
  1809,260.837, 120.7,1786.05,     7,     5,
  1810,257.237, 118.9,1786.05,     7,     5,
  1811,253.537, 117.4,1786.05,     7,     5,
  1812,251.737, 114.9,1786.05,     7,     5,
  1813,248.637, 114.9,1786.05,     7,     5,
  1814,246.237, 117.7,1786.05,     7,     5,
  1815,246.837, 121.3,1786.05,     7,     5,
  1816,248.637, 124.5,1786.05,     7,     5,
  1817,266.037,   124,1786.05,     7,     5,
  1818,263.537, 122.6,1786.05,     7,     5,
  1819,263.037, 126.2,1786.05,     7,     5,
  1820,250.137, 118.9,1786.05,     7,     5,
  1821,251.137, 122.3,1786.05,     7,     5,
  1822,252.537, 125.1,1786.05,     7,     5,
  1823,254.137, 121.3,1786.05,     7,     5,
